Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Female,Not known/Not Recorded,Not Domestic,Apr-04,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-04,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder,Solved,Islington,Other
1,20 to 24,Male,Blunt Implement,Not Domestic,Oct-04,Murder,Solved,Islington,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Haringey,Black
1,55 to 64,Female,"Pysical Assualt, no weapon",Domestic,Jan-04,Murder,Solved,Haringey,White
1,25 to 34,Male,Shooting,Not Domestic,Mar-04,Murder,Solved,Haringey,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Apr-04,Murder,Solved,Haringey,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-04,Murder,Solved,Haringey,Black
1,25 to 34,Female,Blunt Implement,Domestic,Aug-04,Murder,Solved,Haringey,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Dec-04,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Dec-04,Murder,Solved,Haringey,White
1,13 to 19,Female,Knife or Sharp Implement,Domestic,Mar-04,Murder,Solved,Southwark,White
1,65 and over,Female,"Pysical Assualt, no weapon",Domestic,Mar-04,Murder,Solved,Southwark,Asian
1,55 to 64,Male,Other Methods of Killing,Not Domestic,Mar-04,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,Not Domestic,Apr-04,Murder,Solved,Ealing,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Apr-04,Murder,Solved,Southwark,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jun-04,Murder,Solved,Southwark,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic,Jun-04,Murder,Solved,Southwark,Black
1,25 to 34,Male,Shooting,Not Domestic,Jul-04,Murder,Solved,Southwark,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Aug-04,Murder,Solved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Oct-04,Murder,Solved,Southwark,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Lewisham,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-04,Murder,Solved,Lewisham,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Mar-04,Murder,Solved,Lewisham,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic,Apr-04,Murder,Solved,Lewisham,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Jun-04,Murder, Unsolved ,Lewisham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-04,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder,Solved,Lewisham,Black
1,13 to 19,Male,Other Methods of Killing,Not Domestic,Jan-04,Murder,Solved,Bromley,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,May-04,Murder,Solved,Bromley,White
1,35 to 44,Female,"Pysical Assualt, no weapon",Domestic,Aug-04,Murder,Solved,Bromley,White
1,0 to 12,Female,"Pysical Assualt, no weapon",Not Domestic,Dec-04,Murder,Solved,Bromley,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic,Mar-04,Murder,Solved,Greenwich,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic,Jul-04,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,Domestic,Jul-04,Murder,Solved,Greenwich,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Jul-04,Murder,Solved,Greenwich,White
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic,Aug-04,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Oct-04,Murder,Solved,Greenwich,Asian
1,65 and over,Female,"Pysical Assualt, no weapon",Domestic,Jan-04,Murder,Solved,Croydon,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Jan-04,Manslaughter,Solved,Croydon,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Jan-04,Manslaughter,Solved,Croydon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Feb-04,Murder,Solved,Croydon,Black
1,65 and over,Male,"Pysical Assualt, no weapon",Domestic,Aug-04,Murder,Solved,Croydon,Asian
1,25 to 34,Male,Knife or Sharp Implement,Domestic,Sep-04,Murder,Solved,Croydon,Black
1,65 and over,Male,Other Methods of Killing,Not Domestic,Sep-04,Murder,Solved,Croydon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder,Solved,Croydon,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic,Sep-04,Murder,Solved,Croydon,White
1,25 to 34,Male,Blunt Implement,Not Domestic,Sep-04,Murder,Solved,Croydon,White
1,35 to 44,Male,Shooting,Not Domestic,Oct-04,Murder,Solved,Croydon,Black
1,25 to 34,Male,Shooting,Not Domestic,Oct-04,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic,Dec-04,Murder, Unsolved ,Croydon,Black
1,35 to 44,Male,Not known/Not Recorded,Not Domestic,Apr-04,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic,Jul-04,Murder,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,May-04,Murder,Solved,Sutton,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Feb-04,Murder,Solved,Tower Hamlets,White
1,25 to 34,Female,Blunt Implement,Domestic,May-04,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Male,Blunt Implement,Domestic,Jun-04,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Aug-04,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic,Sep-04,Murder,Solved,Tower Hamlets,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic,Dec-04,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Jan-04,Murder,Solved,Redbridge,Black
1,45 to 54,Male,Not known/Not Recorded,Domestic,Mar-04,Murder,Solved,Redbridge,Asian
1,65 and over,Female,Other Methods of Killing,Not Domestic,Apr-04,Murder, Unsolved ,Redbridge,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic,May-04,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-04,Murder,Solved,Redbridge,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Hackney,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Mar-04,Murder,Solved,Hackney,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Apr-04,Murder,Solved,Hackney,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jun-04,Murder,Solved,Hackney,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jul-04,Murder,Solved,Hackney,White
1,35 to 44,Male,Blunt Implement,Domestic,Sep-04,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Oct-04,Murder,Solved,Hackney,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic,Oct-04,Murder,Solved,Hackney,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic,Nov-04,Murder,Solved,Hackney,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Waltham Forest,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Feb-04,Murder,Solved,Waltham Forest,White
1,65 and over,Female,"Pysical Assualt, no weapon",Domestic,Apr-04,Murder,Solved,Waltham Forest,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic,May-04,Manslaughter,Solved,Waltham Forest,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic,May-04,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Other Methods of Killing,Domestic,Aug-04,Manslaughter,Solved,Waltham Forest,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Sep-04,Murder, Unsolved ,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Apr-04,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Female,Other Methods of Killing,Not Domestic,Jun-04,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Male,Shooting,Not Domestic,Jul-04,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Other Methods of Killing,Domestic,Jul-04,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Oct-04,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Nov-04,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,"Pysical Assualt, no weapon",Not Domestic,Mar-04,Murder,Solved,Enfield,White
1,25 to 34,Male,Shooting,Not Domestic,Apr-04,Murder, Unsolved ,Enfield,Black
1,65 and over,Male,Other Methods of Killing,Not Domestic,Jul-04,Manslaughter,Solved,Enfield,Black
1,35 to 44,Female,Other Methods of Killing,Domestic,Aug-04,Murder,Solved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Aug-04,Murder, Unsolved ,Enfield,White
1,20 to 24,Female,"Pysical Assualt, no weapon",Domestic,Oct-04,Murder,Solved,Enfield,White
1,25 to 34,Male,Not known/Not Recorded,Not Domestic,Dec-04,Murder, Unsolved ,Enfield,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Dec-04,Murder,Solved,Enfield,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Dec-04,Murder,Solved,Enfield,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Newham,Black
1,25 to 34,Male,Blunt Implement,Not Domestic,Jan-04,Murder,Solved,Ealing,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Apr-04,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jun-04,Murder,Solved,Ealing,Black
1,20 to 24,Male,Blunt Implement,Not Domestic,Jun-04,Murder,Solved,Newham,Asian
1,20 to 24,Male,Shooting,Not Domestic,Jul-04,Murder,Solved,Newham,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Aug-04,Manslaughter,Solved,Newham,Asian
1,20 to 24,Male,Blunt Implement,Not Domestic,Oct-04,Murder,Solved,Newham,White
1,25 to 34,Male,Other Methods of Killing,Domestic,Dec-04,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-04,Murder,Solved,Havering,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Feb-04,Murder,Solved,Havering,White
1,25 to 34,Male,Shooting,Not Domestic,Apr-04,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Shooting,Not Domestic,Apr-04,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Shooting,Not Domestic,Jun-04,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jul-04,Murder,Solved,Ealing,Black
1,25 to 34,Male,Not known/Not Recorded,Not Domestic,Jul-04,Murder,Solved,Kensington & Chelsea,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Aug-04,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Dec-04,Murder,Solved,Kensington & Chelsea,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic,Jun-04,Murder,Solved,Westminster,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic,Oct-04,Murder,Solved,Westminster,Asian
1,55 to 64,Female,"Pysical Assualt, no weapon",Domestic,Jan-04,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,May-04,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jun-04,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Blunt Implement,Not Domestic,Sep-04,Manslaughter,Solved,Hammersmith & Fulham,Other
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Dec-04,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Oct-04,Murder,Solved,Westminster,White
1,45 to 54,Male,Not known/Not Recorded,Not Domestic,Mar-04,Murder,Solved,Westminster,White
1,55 to 64,Female,Other Methods of Killing,Not Domestic,Oct-04,Murder,Solved,Westminster,White
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic,Mar-04,Murder, Unsolved ,Westminster,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Mar-05,Murder,Solved,Wandsworth,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Apr-05,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,"Pysical Assualt, no weapon",Not Domestic,Oct-05,Murder,Solved,Wandsworth,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Oct-05,Murder,Solved,Wandsworth,Black
1,45 to 54,Female,Other Methods of Killing,Not Domestic,Oct-05,Murder,Solved,Wandsworth,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic,May-05,Murder,Solved,Kingston Upon Thames,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Aug-05,Murder,Solved,Kingston Upon Thames,White
1,45 to 54,Female,Other Methods of Killing,Domestic,Feb-05,Manslaughter,Solved,Hounslow,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic,Mar-05,Infanticide,Solved,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Mar-05,Murder,Solved,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Apr-05,Murder,Solved,Hounslow,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic,Jul-05,Manslaughter,Solved,Hounslow,White
1,35 to 44,Female,Not known/Not Recorded,Domestic,Nov-05,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-05,Murder,Solved,Richmond Upon Thames,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Feb-05,Murder,Solved,Hounslow,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Apr-05,Murder,Solved,Richmond Upon Thames,Asian
1,20 to 24,Male,Not known/Not Recorded,Not Domestic,Oct-05,Murder,Solved,Richmond Upon Thames,Asian
1,65 and over,Female,Blunt Implement,Domestic,Jan-05,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Feb-05,Murder, Unsolved ,Lambeth,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Feb-05,Murder,Solved,Lambeth,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Aug-05,Murder,Solved,Lambeth,Black
1,25 to 34,Female,Not known/Not Recorded,Not Domestic,Nov-05,Murder,Solved,Lambeth,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic,Dec-05,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Oct-05,Murder,Solved,Merton,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-05,Murder, Unsolved ,Brent,Asian
1,20 to 24,Male,Shooting,Not Domestic,Jan-05,Murder,Solved,Brent,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Feb-05,Murder,Solved,Ealing,White
1,20 to 24,Male,Shooting,Not Domestic,Mar-05,Murder, Unsolved ,Brent,Black
1,13 to 19,Male,Shooting,Not Domestic,Jun-05,Murder,Solved,Brent,Black
1,20 to 24,Male,Shooting,Not Domestic,Jul-05,Murder,Solved,Brent,Black
1,55 to 64,Male,Shooting,Not Domestic,Aug-05,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,Not Domestic,Aug-05,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,Not Domestic,Aug-05,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Aug-05,Murder,Solved,Brent,White
1,65 and over,Male,Knife or Sharp Implement,Domestic,Sep-05,Murder,Solved,Brent,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic,Oct-05,Murder,Solved,Camden,White
1,25 to 34,Male,Shooting,Not Domestic,Dec-05,Murder, Unsolved ,Brent,Asian
1,20 to 24,Female,Other Methods of Killing,Domestic,Jun-05,Murder,Solved,Harrow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Aug-05,Murder,Solved,Harrow,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Feb-05,Murder,Solved,Camden,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Mar-05,Murder,Solved,Camden,Black
1,0 to 12,Female,Knife or Sharp Implement,Domestic,Mar-05,Murder,Solved,Camden,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic,Mar-05,Murder,Solved,Camden,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Apr-05,Murder,Solved,Camden,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic,Jun-05,Murder,Solved,Camden,White
1,65 and over,Female,Blunt Implement,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,Asian
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,Black
1,25 to 34,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,20 to 24,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,Asian
1,45 to 54,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,Black
1,35 to 44,Female,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,Asian
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Camden,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Jan-05,Murder,Solved,Barnet,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic,Mar-05,Murder,Solved,Barnet,White
1,13 to 19,Male,Other Methods of Killing,Not Domestic,Mar-05,Manslaughter,Solved,Ealing,Black
1,13 to 19,Male,Other Methods of Killing,Not Domestic,Mar-05,Manslaughter,Solved,Barnet,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Apr-05,Murder,Solved,Barnet,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jul-05,Murder,Solved,Barnet,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Aug-05,Murder,Solved,Barnet,White
1,25 to 34,Female,Other Methods of Killing,Domestic,Dec-05,Murder,Solved,Barnet,White
1,25 to 34,Male,Shooting,Not Domestic,Feb-05,Murder,Solved,Ealing,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Apr-05,Murder,Solved,Ealing,Asian
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic,May-05,Murder,Solved,Ealing,Asian
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Jul-05,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jul-05,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-05,Murder,Solved,Ealing,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Aug-05,Murder,Solved,Ealing,White
1,55 to 64,Female,"Pysical Assualt, no weapon",Domestic,Nov-05,Murder,Solved,Ealing,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-05,Murder, Unsolved ,Islington,Black
1,45 to 54,Male,Blunt Implement,Not Domestic,Feb-05,Murder, Unsolved ,Islington,White
1,35 to 44,Male,Other Methods of Killing,Domestic,Feb-05,Murder,Solved,Islington,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jul-05,Murder,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Dec-05,Murder,Solved,Islington,White
1,20 to 24,Male,Blunt Implement,Not Domestic,Jan-05,Murder,Solved,Haringey,White
1,20 to 24,Male,Blunt Implement,Not Domestic,Jan-05,Murder,Solved,Haringey,White
1,25 to 34,Female,Not known/Not Recorded,Domestic,Feb-05,Murder,Solved,Haringey,Asian
1,65 and over,Female,Other Methods of Killing,Domestic,Apr-05,Manslaughter,Solved,Haringey,Black
1,20 to 24,Male,Shooting,Not Domestic,May-05,Murder,Solved,Haringey,Black
1,45 to 54,Female,Not known/Not Recorded,Not Domestic,Oct-05,Murder,Solved,Haringey,White
1,65 and over,Male,Not known/Not Recorded,Not Domestic,Dec-05,Murder, Unsolved ,Ealing,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic,Dec-05,Murder,Solved,Ealing,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Jan-05,Murder, Unsolved ,Southwark,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-05,Murder,Solved,Southwark,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic,Feb-05,Manslaughter,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-05,Murder,Solved,Southwark,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Apr-05,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-05,Murder,Solved,Southwark,Black
